Gene stable ID,Human gene stable ID
ENSMUSG00000101667,ENSG00000234414
ENSMUSG00000101667,ENSG00000244395
ENSMUSG00000101667,ENSG00000169800
ENSMUSG00000103907,
ENSMUSG00000096476,
ENSMUSG00000095822,
ENSMUSG00000027737,ENSG00000151012
ENSMUSG00000100022,
ENSMUSG00000086693,
ENSMUSG00000091045,
ENSMUSG00000038965,ENSG00000236444
ENSMUSG00000102445,
ENSMUSG00000020411,ENSG00000172548
ENSMUSG00000081770,
ENSMUSG00000101219,
ENSMUSG00000102924,
ENSMUSG00000101656,
ENSMUSG00000093918,ENSG00000226941
ENSMUSG00000093918,ENSG00000242389
ENSMUSG00000093918,ENSG00000242875
ENSMUSG00000093918,ENSG00000234414
ENSMUSG00000093918,ENSG00000244395
ENSMUSG00000093918,ENSG00000169800
ENSMUSG00000094163,
ENSMUSG00000099865,
ENSMUSG00000101154,
ENSMUSG00000110415,
ENSMUSG00000053963,ENSG00000203685
ENSMUSG00000101214,
ENSMUSG00000101353,
ENSMUSG00000101573,
ENSMUSG00000103841,
ENSMUSG00000100672,
ENSMUSG00000113369,
ENSMUSG00000102804,
ENSMUSG00000110316,
ENSMUSG00000052763,ENSG00000170260
ENSMUSG00000099455,
ENSMUSG00000104460,
ENSMUSG00000112186,
ENSMUSG00000082725,
ENSMUSG00000044345,ENSG00000155254
ENSMUSG00000109312,
ENSMUSG00000066797,ENSG00000179930
ENSMUSG00000012889,ENSG00000132000
ENSMUSG00000060317,
ENSMUSG00000087554,
ENSMUSG00000054659,ENSG00000146281
ENSMUSG00000022768,ENSG00000161180
ENSMUSG00000104210,
ENSMUSG00000099647,
ENSMUSG00000028822,ENSG00000183726
ENSMUSG00000094511,ENSG00000226941
ENSMUSG00000094511,ENSG00000242389
ENSMUSG00000094511,ENSG00000242875
ENSMUSG00000094511,ENSG00000234414
ENSMUSG00000094511,ENSG00000244395
ENSMUSG00000094511,ENSG00000169800
ENSMUSG00000026787,ENSG00000136750
ENSMUSG00000055015,
ENSMUSG00000045217,
ENSMUSG00000109050,
ENSMUSG00000107370,
ENSMUSG00000100099,
ENSMUSG00000042632,ENSG00000184381
ENSMUSG00000113095,
ENSMUSG00000026271,ENSG00000178623
ENSMUSG00000099933,
ENSMUSG00000112984,
ENSMUSG00000100221,
ENSMUSG00000028583,ENSG00000162493
ENSMUSG00000095829,
ENSMUSG00000075598,
ENSMUSG00000113273,
ENSMUSG00000028706,ENSG00000117481
ENSMUSG00000032897,ENSG00000066136
ENSMUSG00000082838,
ENSMUSG00000113365,
ENSMUSG00000113175,
ENSMUSG00000102196,
ENSMUSG00000083931,
ENSMUSG00000039155,ENSG00000124215
ENSMUSG00000032047,ENSG00000075239
ENSMUSG00000102894,
ENSMUSG00000113342,
ENSMUSG00000017692,ENSG00000141314
ENSMUSG00000113004,
ENSMUSG00000071772,
ENSMUSG00000100495,
ENSMUSG00000100678,
ENSMUSG00000090762,
ENSMUSG00000106351,
ENSMUSG00000112227,
ENSMUSG00000042389,ENSG00000154743
ENSMUSG00000028669,ENSG00000057757
ENSMUSG00000021256,ENSG00000071246
ENSMUSG00000099726,
ENSMUSG00000001103,ENSG00000274529
ENSMUSG00000022452,ENSG00000183172
ENSMUSG00000112179,
ENSMUSG00000044125,
ENSMUSG00000103321,
ENSMUSG00000100507,
ENSMUSG00000103223,
ENSMUSG00000020571,ENSG00000143870
ENSMUSG00000075085,ENSG00000225997
ENSMUSG00000075085,ENSG00000221840
ENSMUSG00000075085,ENSG00000181961
ENSMUSG00000086491,
ENSMUSG00000051827,
ENSMUSG00000086006,
ENSMUSG00000104349,
ENSMUSG00000102674,
ENSMUSG00000102892,
ENSMUSG00000045915,ENSG00000161973
ENSMUSG00000033287,ENSG00000100379
ENSMUSG00000102167,
ENSMUSG00000108866,
ENSMUSG00000027335,ENSG00000171873
ENSMUSG00000061762,ENSG00000006128
ENSMUSG00000081994,
ENSMUSG00000085766,
ENSMUSG00000075084,ENSG00000225997
ENSMUSG00000075084,ENSG00000221840
ENSMUSG00000075084,ENSG00000181961
ENSMUSG00000100031,
ENSMUSG00000100413,
ENSMUSG00000087524,
ENSMUSG00000056749,ENSG00000165030
ENSMUSG00000086048,
ENSMUSG00000106034,
ENSMUSG00000081312,
ENSMUSG00000049687,ENSG00000177096
ENSMUSG00000086743,
ENSMUSG00000079638,
ENSMUSG00000100021,
ENSMUSG00000041235,ENSG00000171316
ENSMUSG00000113101,
ENSMUSG00000086907,
ENSMUSG00000112952,
ENSMUSG00000004221,ENSG00000269335
ENSMUSG00000104059,
ENSMUSG00000084056,
ENSMUSG00000111435,
ENSMUSG00000096732,
ENSMUSG00000080775,
ENSMUSG00000111609,
ENSMUSG00000050844,ENSG00000268163
ENSMUSG00000050844,ENSG00000268107
ENSMUSG00000082297,
ENSMUSG00000046157,ENSG00000198133
ENSMUSG00000081695,
ENSMUSG00000030677,ENSG00000079616
ENSMUSG00000029171,ENSG00000169299
ENSMUSG00000111029,
ENSMUSG00000082291,
ENSMUSG00000036594,ENSG00000237541
ENSMUSG00000036594,ENSG00000196735
ENSMUSG00000100570,
ENSMUSG00000079635,
ENSMUSG00000001175,
ENSMUSG00000083026,
ENSMUSG00000102857,
ENSMUSG00000092569,
ENSMUSG00000029769,ENSG00000128596
ENSMUSG00000087425,
ENSMUSG00000104601,
ENSMUSG00000081412,
ENSMUSG00000105549,
ENSMUSG00000079639,
ENSMUSG00000031376,ENSG00000067842
ENSMUSG00000101863,
ENSMUSG00000102129,
ENSMUSG00000002190,ENSG00000153132
ENSMUSG00000053964,ENSG00000171747
ENSMUSG00000061751,ENSG00000160145
ENSMUSG00000091283,
ENSMUSG00000048402,ENSG00000074047
ENSMUSG00000105688,
ENSMUSG00000085035,
ENSMUSG00000083542,
ENSMUSG00000094328,
ENSMUSG00000082215,
ENSMUSG00000005656,ENSG00000129515
ENSMUSG00000071770,
ENSMUSG00000085256,
ENSMUSG00000005447,ENSG00000079462
ENSMUSG00000082424,
ENSMUSG00000105905,
ENSMUSG00000042282,ENSG00000101890
ENSMUSG00000061897,
ENSMUSG00000102655,
ENSMUSG00000101576,
ENSMUSG00000057751,ENSG00000162591
ENSMUSG00000099727,
ENSMUSG00000081481,
ENSMUSG00000104640,
ENSMUSG00000071771,
ENSMUSG00000081882,
ENSMUSG00000050343,
ENSMUSG00000108617,
ENSMUSG00000093686,
ENSMUSG00000095251,
ENSMUSG00000062991,ENSG00000157168
ENSMUSG00000039138,
ENSMUSG00000052105,ENSG00000168502
ENSMUSG00000098122,
ENSMUSG00000020654,ENSG00000138031
ENSMUSG00000012428,ENSG00000127954
ENSMUSG00000079636,
ENSMUSG00000063240,
ENSMUSG00000084408,
ENSMUSG00000041153,ENSG00000164823
ENSMUSG00000102696,
ENSMUSG00000094156,ENSG00000105398
ENSMUSG00000109820,
ENSMUSG00000033458,ENSG00000198690
ENSMUSG00000094945,
ENSMUSG00000030096,ENSG00000131389
ENSMUSG00000111340,
ENSMUSG00000067194,ENSG00000173674
ENSMUSG00000096009,
ENSMUSG00000095698,
ENSMUSG00000025241,ENSG00000163820
ENSMUSG00000056413,ENSG00000105963
ENSMUSG00000107891,
ENSMUSG00000101141,
ENSMUSG00000028161,ENSG00000138814
ENSMUSG00000046318,ENSG00000183287
ENSMUSG00000056716,
ENSMUSG00000034968,ENSG00000179528
ENSMUSG00000096788,
ENSMUSG00000097769,
ENSMUSG00000110350,
ENSMUSG00000050708,ENSG00000087086
ENSMUSG00000023861,ENSG00000060762
ENSMUSG00000082675,
ENSMUSG00000095296,
ENSMUSG00000112509,
ENSMUSG00000082890,
ENSMUSG00000020357,ENSG00000037280
ENSMUSG00000102496,
ENSMUSG00000045091,ENSG00000185176
ENSMUSG00000045091,ENSG00000184945
ENSMUSG00000037236,ENSG00000015479
ENSMUSG00000037236,ENSG00000280987
ENSMUSG00000057801,
ENSMUSG00000079633,
ENSMUSG00000112548,
ENSMUSG00000102410,
ENSMUSG00000112595,
ENSMUSG00000019832,ENSG00000118508
ENSMUSG00000025880,ENSG00000101665
ENSMUSG00000020181,ENSG00000067798
ENSMUSG00000095948,ENSG00000226941
ENSMUSG00000095948,ENSG00000242389
ENSMUSG00000095948,ENSG00000242875
ENSMUSG00000095948,ENSG00000234414
ENSMUSG00000095948,ENSG00000244395
ENSMUSG00000095948,ENSG00000169800
ENSMUSG00000103702,
ENSMUSG00000002845,ENSG00000176142
ENSMUSG00000105595,
ENSMUSG00000020937,ENSG00000161714
ENSMUSG00000105085,
ENSMUSG00000111456,ENSG00000225997
ENSMUSG00000111456,ENSG00000221840
ENSMUSG00000111456,ENSG00000181961
ENSMUSG00000085055,
ENSMUSG00000040943,ENSG00000168769
ENSMUSG00000095601,
ENSMUSG00000101261,
ENSMUSG00000076744,ENSG00000211699
ENSMUSG00000076744,ENSG00000211698
ENSMUSG00000076744,ENSG00000211701
ENSMUSG00000076744,ENSG00000211697
ENSMUSG00000076744,ENSG00000211696
ENSMUSG00000076744,ENSG00000233306
ENSMUSG00000099791,
ENSMUSG00000021464,ENSG00000169071
ENSMUSG00000076747,
ENSMUSG00000082314,
ENSMUSG00000076745,ENSG00000211693
ENSMUSG00000098135,
ENSMUSG00000112451,
ENSMUSG00000083437,
ENSMUSG00000093987,ENSG00000226941
ENSMUSG00000093987,ENSG00000242389
ENSMUSG00000093987,ENSG00000242875
ENSMUSG00000093987,ENSG00000234414
ENSMUSG00000093987,ENSG00000244395
ENSMUSG00000093987,ENSG00000169800
ENSMUSG00000103239,
ENSMUSG00000112479,
ENSMUSG00000069835,ENSG00000141504
ENSMUSG00000114019,
ENSMUSG00000100726,
ENSMUSG00000105715,
ENSMUSG00000059626,
ENSMUSG00000076746,
ENSMUSG00000111715,ENSG00000225997
ENSMUSG00000111715,ENSG00000221840
ENSMUSG00000111715,ENSG00000181961
ENSMUSG00000109849,
ENSMUSG00000022494,ENSG00000237515
ENSMUSG00000110031,
ENSMUSG00000070047,ENSG00000083857
ENSMUSG00000098290,
ENSMUSG00000100474,
ENSMUSG00000110514,
ENSMUSG00000098741,
ENSMUSG00000083887,
ENSMUSG00000100285,
ENSMUSG00000099749,
ENSMUSG00000108327,
ENSMUSG00000087478,
ENSMUSG00000100757,
ENSMUSG00000049350,ENSG00000174992
ENSMUSG00000058922,
ENSMUSG00000110443,
ENSMUSG00000100606,
ENSMUSG00000016477,ENSG00000112242
ENSMUSG00000091172,
ENSMUSG00000098169,
ENSMUSG00000048521,ENSG00000172215
ENSMUSG00000100359,
ENSMUSG00000112312,
ENSMUSG00000083410,
ENSMUSG00000079637,
ENSMUSG00000112119,
ENSMUSG00000107499,ENSG00000135637
ENSMUSG00000102115,
ENSMUSG00000000305,ENSG00000179242
ENSMUSG00000097107,
ENSMUSG00000080985,
ENSMUSG00000108784,
ENSMUSG00000108526,
ENSMUSG00000108574,
ENSMUSG00000111902,
ENSMUSG00000026839,ENSG00000007001
ENSMUSG00000102102,
ENSMUSG00000036814,ENSG00000163817
ENSMUSG00000099495,
ENSMUSG00000102000,
ENSMUSG00000081398,
ENSMUSG00000106156,
ENSMUSG00000071322,
ENSMUSG00000037475,ENSG00000125676
ENSMUSG00000101747,
ENSMUSG00000086845,
ENSMUSG00000106596,
ENSMUSG00000038026,ENSG00000162728
ENSMUSG00000105545,
ENSMUSG00000079511,ENSG00000135637
ENSMUSG00000108161,
ENSMUSG00000107979,
ENSMUSG00000028851,ENSG00000090273
ENSMUSG00000101373,
ENSMUSG00000087578,
ENSMUSG00000101473,
ENSMUSG00000090952,
ENSMUSG00000099615,
ENSMUSG00000081276,
ENSMUSG00000022247,ENSG00000113460
ENSMUSG00000083551,
ENSMUSG00000086139,
ENSMUSG00000020149,ENSG00000138069
ENSMUSG00000077450,ENSG00000185236
ENSMUSG00000030037,ENSG00000204822
ENSMUSG00000041399,
ENSMUSG00000085223,
ENSMUSG00000102413,
ENSMUSG00000057181,ENSG00000108666
ENSMUSG00000082048,
ENSMUSG00000112197,
ENSMUSG00000097974,
ENSMUSG00000112556,
ENSMUSG00000083635,
ENSMUSG00000081316,
ENSMUSG00000022756,ENSG00000099960
ENSMUSG00000023257,
ENSMUSG00000110236,
ENSMUSG00000102216,
ENSMUSG00000083485,
ENSMUSG00000096606,ENSG00000261594
ENSMUSG00000081517,
ENSMUSG00000102489,
ENSMUSG00000039539,ENSG00000185053
ENSMUSG00000103849,
ENSMUSG00000029627,ENSG00000160908
ENSMUSG00000100265,
ENSMUSG00000100527,
ENSMUSG00000029712,ENSG00000077080
ENSMUSG00000099571,
ENSMUSG00000037266,ENSG00000117616
ENSMUSG00000033721,ENSG00000134215
ENSMUSG00000101303,
ENSMUSG00000057443,
ENSMUSG00000086893,
ENSMUSG00000086914,
ENSMUSG00000109086,
ENSMUSG00000086831,
ENSMUSG00000086129,
ENSMUSG00000032030,ENSG00000166266
ENSMUSG00000109475,
ENSMUSG00000091661,
ENSMUSG00000033031,ENSG00000163507
ENSMUSG00000109339,
ENSMUSG00000103175,
ENSMUSG00000102462,
ENSMUSG00000090608,
ENSMUSG00000109348,
ENSMUSG00000085017,
ENSMUSG00000091149,
ENSMUSG00000086822,
ENSMUSG00000102872,
ENSMUSG00000108877,
ENSMUSG00000110735,
ENSMUSG00000029530,ENSG00000173585
ENSMUSG00000102393,
ENSMUSG00000026955,ENSG00000186193
ENSMUSG00000105026,
ENSMUSG00000070713,ENSG00000182952
ENSMUSG00000070713,ENSG00000198830
ENSMUSG00000103312,
ENSMUSG00000097491,
ENSMUSG00000029281,
ENSMUSG00000044024,ENSG00000164620
ENSMUSG00000112568,
ENSMUSG00000052430,ENSG00000138696
ENSMUSG00000041020,ENSG00000184368
ENSMUSG00000081422,
ENSMUSG00000022758,ENSG00000099957
ENSMUSG00000047534,ENSG00000129534
ENSMUSG00000047143,ENSG00000142700
ENSMUSG00000111891,
ENSMUSG00000082074,
ENSMUSG00000083469,
ENSMUSG00000111996,
ENSMUSG00000030499,ENSG00000153885
ENSMUSG00000055148,ENSG00000127528
ENSMUSG00000044708,ENSG00000177807
ENSMUSG00000061952,
ENSMUSG00000002017,ENSG00000119812
ENSMUSG00000086948,
ENSMUSG00000044252,ENSG00000141447
ENSMUSG00000025245,ENSG00000163818
ENSMUSG00000083825,
ENSMUSG00000087369,
ENSMUSG00000086075,
ENSMUSG00000037149,ENSG00000079785
ENSMUSG00000113514,
ENSMUSG00000104338,
ENSMUSG00000040712,ENSG00000108509
ENSMUSG00000102949,
ENSMUSG00000075081,ENSG00000225997
ENSMUSG00000075081,ENSG00000221840
ENSMUSG00000075081,ENSG00000181961
ENSMUSG00000045165,ENSG00000185905
ENSMUSG00000112656,
ENSMUSG00000112504,
ENSMUSG00000072875,ENSG00000170837
ENSMUSG00000097302,
ENSMUSG00000090298,
ENSMUSG00000034602,ENSG00000061987
ENSMUSG00000091238,
ENSMUSG00000082867,
ENSMUSG00000003161,ENSG00000075142
ENSMUSG00000108615,
ENSMUSG00000111217,
ENSMUSG00000037833,ENSG00000178217
ENSMUSG00000103763,
ENSMUSG00000092415,
ENSMUSG00000026568,ENSG00000143158
ENSMUSG00000037379,ENSG00000159674
ENSMUSG00000110530,
ENSMUSG00000109784,
ENSMUSG00000050901,ENSG00000272297
ENSMUSG00000050901,ENSG00000134640
ENSMUSG00000035189,ENSG00000151572
ENSMUSG00000031467,ENSG00000155189
ENSMUSG00000066057,
ENSMUSG00000053522,ENSG00000178934
ENSMUSG00000053522,ENSG00000205076
ENSMUSG00000031400,ENSG00000160211
ENSMUSG00000098121,
ENSMUSG00000112297,
ENSMUSG00000085923,
ENSMUSG00000098090,
ENSMUSG00000096199,ENSG00000184924
ENSMUSG00000001248,ENSG00000089351
ENSMUSG00000112829,
ENSMUSG00000112770,
ENSMUSG00000020652,ENSG00000138092
ENSMUSG00000021377,ENSG00000124795
ENSMUSG00000111884,
ENSMUSG00000097391,
ENSMUSG00000112418,
ENSMUSG00000108930,
ENSMUSG00000111239,ENSG00000225997
ENSMUSG00000111239,ENSG00000221840
ENSMUSG00000111239,ENSG00000181961
ENSMUSG00000100305,
ENSMUSG00000099534,
ENSMUSG00000102311,
ENSMUSG00000030674,ENSG00000277669
ENSMUSG00000030674,ENSG00000103485
ENSMUSG00000102285,
ENSMUSG00000046618,ENSG00000185585
ENSMUSG00000112318,
ENSMUSG00000039157,ENSG00000167106
ENSMUSG00000102895,
ENSMUSG00000112826,
ENSMUSG00000103745,
ENSMUSG00000104533,
ENSMUSG00000105807,
ENSMUSG00000109901,ENSG00000255112
ENSMUSG00000102715,
ENSMUSG00000042271,ENSG00000101888
ENSMUSG00000071343,
ENSMUSG00000109925,
ENSMUSG00000109724,
ENSMUSG00000108524,
ENSMUSG00000038524,ENSG00000197948
ENSMUSG00000030748,ENSG00000077238
ENSMUSG00000070822,ENSG00000121413
ENSMUSG00000073838,ENSG00000178952
ENSMUSG00000061578,ENSG00000171435
ENSMUSG00000063882,ENSG00000233954
ENSMUSG00000063882,ENSG00000173660
ENSMUSG00000050215,
ENSMUSG00000083776,
ENSMUSG00000112670,
ENSMUSG00000038010,ENSG00000163006
ENSMUSG00000102608,
ENSMUSG00000107432,
ENSMUSG00000021499,ENSG00000152705
ENSMUSG00000111702,
ENSMUSG00000109594,
ENSMUSG00000085439,
ENSMUSG00000110124,
ENSMUSG00000036198,ENSG00000147256
ENSMUSG00000049044,ENSG00000091428
ENSMUSG00000107199,
ENSMUSG00000054679,ENSG00000154548
ENSMUSG00000039530,ENSG00000104723
ENSMUSG00000078238,
ENSMUSG00000075079,ENSG00000225997
ENSMUSG00000075079,ENSG00000221840
ENSMUSG00000075079,ENSG00000181961
ENSMUSG00000020196,ENSG00000099991
ENSMUSG00000027253,ENSG00000134569
ENSMUSG00000110444,
ENSMUSG00000104068,
ENSMUSG00000051344,ENSG00000178385
ENSMUSG00000055923,ENSG00000157426
ENSMUSG00000101170,
ENSMUSG00000099355,
ENSMUSG00000110474,
ENSMUSG00000060586,ENSG00000196126
ENSMUSG00000060586,ENSG00000198502
ENSMUSG00000084380,
ENSMUSG00000038538,ENSG00000157741
ENSMUSG00000062929,ENSG00000165410
ENSMUSG00000107280,ENSG00000277630
ENSMUSG00000107280,ENSG00000183206
ENSMUSG00000107280,ENSG00000233917
ENSMUSG00000107280,ENSG00000196604
ENSMUSG00000107280,ENSG00000278522
ENSMUSG00000107280,ENSG00000187537
ENSMUSG00000107280,ENSG00000188877
ENSMUSG00000107280,ENSG00000222036
ENSMUSG00000107280,ENSG00000196834
ENSMUSG00000107280,ENSG00000166351
ENSMUSG00000107280,ENSG00000198062
ENSMUSG00000107280,ENSG00000276760
ENSMUSG00000107280,ENSG00000222038
ENSMUSG00000107280,ENSG00000188219
ENSMUSG00000107280,ENSG00000230031
ENSMUSG00000028312,ENSG00000136824
ENSMUSG00000100559,
ENSMUSG00000050229,ENSG00000143315
ENSMUSG00000113237,
ENSMUSG00000039117,ENSG00000130699
ENSMUSG00000021690,ENSG00000152409
ENSMUSG00000086528,
ENSMUSG00000102278,
ENSMUSG00000099761,
ENSMUSG00000021468,ENSG00000090054
ENSMUSG00000037795,ENSG00000078177
ENSMUSG00000040128,ENSG00000146278
ENSMUSG00000026496,ENSG00000143799
ENSMUSG00000051146,ENSG00000163888
ENSMUSG00000113209,
ENSMUSG00000096706,
ENSMUSG00000056824,
ENSMUSG00000101805,
ENSMUSG00000099182,
ENSMUSG00000101380,
ENSMUSG00000099739,
ENSMUSG00000075078,ENSG00000225997
ENSMUSG00000075078,ENSG00000221840
ENSMUSG00000075078,ENSG00000181961
ENSMUSG00000055991,ENSG00000196652
ENSMUSG00000069125,
ENSMUSG00000099703,
ENSMUSG00000110938,
ENSMUSG00000103245,
ENSMUSG00000100874,
ENSMUSG00000060509,ENSG00000173578
ENSMUSG00000097264,
ENSMUSG00000101689,
ENSMUSG00000098058,
ENSMUSG00000072772,ENSG00000111678
ENSMUSG00000109393,
ENSMUSG00000104526,
ENSMUSG00000025324,ENSG00000206190
ENSMUSG00000111148,
ENSMUSG00000111821,
ENSMUSG00000110770,
ENSMUSG00000113247,
ENSMUSG00000103224,
ENSMUSG00000085704,
ENSMUSG00000086127,
ENSMUSG00000111567,ENSG00000225997
ENSMUSG00000111567,ENSG00000221840
ENSMUSG00000111567,ENSG00000181961
ENSMUSG00000004263,ENSG00000111676
ENSMUSG00000084416,
ENSMUSG00000101285,
ENSMUSG00000017667,ENSG00000198185
ENSMUSG00000091542,
ENSMUSG00000043850,ENSG00000163646
ENSMUSG00000096862,
ENSMUSG00000045438,ENSG00000240230
ENSMUSG00000025804,ENSG00000163823
ENSMUSG00000111320,
ENSMUSG00000032338,ENSG00000138622
ENSMUSG00000097548,
ENSMUSG00000094821,
ENSMUSG00000083453,
ENSMUSG00000030069,ENSG00000163421
ENSMUSG00000098000,
ENSMUSG00000104281,
ENSMUSG00000064039,ENSG00000163823
ENSMUSG00000029729,ENSG00000106261
ENSMUSG00000083311,
ENSMUSG00000107478,ENSG00000111676
ENSMUSG00000108326,
ENSMUSG00000091223,
ENSMUSG00000031570,ENSG00000147535
ENSMUSG00000035448,ENSG00000183625
ENSMUSG00000109434,
ENSMUSG00000028358,ENSG00000157657
ENSMUSG00000057894,ENSG00000181894
ENSMUSG00000108756,
ENSMUSG00000073879,
ENSMUSG00000027670,ENSG00000149635
ENSMUSG00000110536,
ENSMUSG00000108474,
ENSMUSG00000108519,
ENSMUSG00000104233,
ENSMUSG00000106682,
ENSMUSG00000063297,ENSG00000187398
ENSMUSG00000103357,
ENSMUSG00000090338,
ENSMUSG00000106978,
ENSMUSG00000086944,
ENSMUSG00000098520,
ENSMUSG00000104054,
ENSMUSG00000099242,
ENSMUSG00000004070,ENSG00000103415
ENSMUSG00000100586,
ENSMUSG00000064057,ENSG00000161055
ENSMUSG00000111052,
ENSMUSG00000083300,
ENSMUSG00000099055,
ENSMUSG00000037482,
ENSMUSG00000099648,
ENSMUSG00000049103,ENSG00000121807
ENSMUSG00000066958,
ENSMUSG00000106065,
ENSMUSG00000041596,
ENSMUSG00000073730,
ENSMUSG00000046886,ENSG00000164185
ENSMUSG00000089826,
ENSMUSG00000108581,
ENSMUSG00000101227,
ENSMUSG00000090122,ENSG00000176076
ENSMUSG00000108665,
ENSMUSG00000105955,
ENSMUSG00000096327,
ENSMUSG00000104073,
ENSMUSG00000107914,
ENSMUSG00000100886,
ENSMUSG00000106102,
ENSMUSG00000101415,
ENSMUSG00000082465,
ENSMUSG00000102766,
ENSMUSG00000055069,ENSG00000179331
ENSMUSG00000053391,ENSG00000256574
ENSMUSG00000100617,
ENSMUSG00000079227,ENSG00000121807
ENSMUSG00000103012,
ENSMUSG00000102614,
ENSMUSG00000068011,ENSG00000225526
ENSMUSG00000112602,
ENSMUSG00000083852,
ENSMUSG00000020413,ENSG00000136273
ENSMUSG00000020623,ENSG00000108984
ENSMUSG00000103652,
ENSMUSG00000020081,ENSG00000075073
ENSMUSG00000110558,
ENSMUSG00000038406,ENSG00000126461
ENSMUSG00000102067,
ENSMUSG00000081206,
ENSMUSG00000006276,ENSG00000127527
ENSMUSG00000028274,ENSG00000111880
ENSMUSG00000101363,
ENSMUSG00000103464,
ENSMUSG00000100703,
ENSMUSG00000053251,
ENSMUSG00000058685,
ENSMUSG00000100177,
ENSMUSG00000057193,ENSG00000129353
ENSMUSG00000109035,
ENSMUSG00000061315,ENSG00000253506
ENSMUSG00000097388,
ENSMUSG00000110834,
ENSMUSG00000073976,
ENSMUSG00000101547,
ENSMUSG00000109109,
ENSMUSG00000050812,ENSG00000136813
ENSMUSG00000112123,
ENSMUSG00000076569,ENSG00000211626
ENSMUSG00000029461,ENSG00000054965
ENSMUSG00000114068,
ENSMUSG00000031996,ENSG00000084234
ENSMUSG00000100401,
ENSMUSG00000041187,ENSG00000105287
ENSMUSG00000074829,
ENSMUSG00000097995,
ENSMUSG00000056938,ENSG00000181513
ENSMUSG00000085714,
ENSMUSG00000028668,ENSG00000011007
ENSMUSG00000097970,
ENSMUSG00000112929,
ENSMUSG00000046415,
ENSMUSG00000105451,
ENSMUSG00000020464,ENSG00000138035
ENSMUSG00000030532,ENSG00000184508
ENSMUSG00000112903,
ENSMUSG00000004071,ENSG00000089486
ENSMUSG00000059776,
ENSMUSG00000020362,ENSG00000113300
ENSMUSG00000100775,
ENSMUSG00000111194,
ENSMUSG00000091930,
ENSMUSG00000107000,
ENSMUSG00000076570,
ENSMUSG00000102661,
ENSMUSG00000110795,
ENSMUSG00000093677,
ENSMUSG00000111733,
ENSMUSG00000012211,ENSG00000226174
ENSMUSG00000112118,
ENSMUSG00000101590,
ENSMUSG00000100985,
ENSMUSG00000101992,
ENSMUSG00000069668,
ENSMUSG00000112499,
ENSMUSG00000108577,
ENSMUSG00000069824,
ENSMUSG00000097149,
ENSMUSG00000103158,
ENSMUSG00000079741,
ENSMUSG00000081787,
ENSMUSG00000102637,
ENSMUSG00000087395,
ENSMUSG00000099626,
ENSMUSG00000101367,
ENSMUSG00000028553,ENSG00000132855
ENSMUSG00000101665,
ENSMUSG00000102108,
ENSMUSG00000111350,
ENSMUSG00000108555,
ENSMUSG00000111606,
ENSMUSG00000084184,
ENSMUSG00000093766,
ENSMUSG00000112447,
ENSMUSG00000038886,ENSG00000196547
ENSMUSG00000054940,ENSG00000204700
ENSMUSG00000054940,ENSG00000204701
ENSMUSG00000054940,ENSG00000204702
ENSMUSG00000110119,
ENSMUSG00000063253,ENSG00000153130
ENSMUSG00000042138,ENSG00000120458
ENSMUSG00000086464,
ENSMUSG00000103817,
ENSMUSG00000054808,ENSG00000130402
ENSMUSG00000044066,ENSG00000011523
ENSMUSG00000104782,
ENSMUSG00000046450,ENSG00000168828
ENSMUSG00000051232,ENSG00000244045
ENSMUSG00000092615,
ENSMUSG00000081570,
ENSMUSG00000093950,
ENSMUSG00000081733,
ENSMUSG00000083061,
ENSMUSG00000096268,
ENSMUSG00000033964,ENSG00000177888
ENSMUSG00000036686,ENSG00000132024
ENSMUSG00000062373,ENSG00000164983
ENSMUSG00000110917,
ENSMUSG00000084370,
ENSMUSG00000028641,ENSG00000117385
ENSMUSG00000028556,ENSG00000116641
ENSMUSG00000100634,
ENSMUSG00000082850,
ENSMUSG00000111523,
ENSMUSG00000111025,
ENSMUSG00000102341,
ENSMUSG00000100056,
ENSMUSG00000093803,
ENSMUSG00000086926,
ENSMUSG00000110993,
ENSMUSG00000102438,
ENSMUSG00000102338,
ENSMUSG00000109922,
ENSMUSG00000101291,
ENSMUSG00000101323,
ENSMUSG00000100778,
ENSMUSG00000021587,ENSG00000175426
ENSMUSG00000022440,ENSG00000133466
ENSMUSG00000034826,ENSG00000138750
ENSMUSG00000111084,
ENSMUSG00000091361,
ENSMUSG00000081649,
ENSMUSG00000094772,
ENSMUSG00000043066,
ENSMUSG00000109261,
ENSMUSG00000028959,ENSG00000164896
ENSMUSG00000045591,ENSG00000177468
ENSMUSG00000037583,ENSG00000131910
ENSMUSG00000110153,
ENSMUSG00000100835,
ENSMUSG00000110128,
ENSMUSG00000103680,
ENSMUSG00000083906,
ENSMUSG00000107906,
ENSMUSG00000043467,ENSG00000185278
ENSMUSG00000082693,
ENSMUSG00000090300,
ENSMUSG00000044150,ENSG00000173681
ENSMUSG00000060510,ENSG00000171469
ENSMUSG00000060510,ENSG00000171466
ENSMUSG00000109252,
ENSMUSG00000110819,ENSG00000225997
ENSMUSG00000110819,ENSG00000221840
ENSMUSG00000110819,ENSG00000181961
ENSMUSG00000058729,ENSG00000183814
ENSMUSG00000037408,ENSG00000158158
ENSMUSG00000109601,
ENSMUSG00000018459,ENSG00000158296
ENSMUSG00000108909,
ENSMUSG00000056121,ENSG00000171055
ENSMUSG00000026669,ENSG00000065328
