ENSEMBL_ID	Associated.Gene.Name	iTreg	naive	nTreg	Th1	Th17	Th2
ENSMUSG00000002190	Clgn	NE	LE	LE	UND	UND	LE
ENSMUSG00000002204	Napsa	UND	NE	UND	UND	UND	UND
ENSMUSG00000002205	Vrk3	HE	HE	HE	HE	HE	HE
ENSMUSG00000002210	Smg9	HE	HE	HE	HE	HE	HE
ENSMUSG00000002221	Paxip1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002222	Rmnd5a	HE	HE	HE	HE	HE	HE
ENSMUSG00000002227	Mov10	HE	HE	HE	HE	HE	HE
ENSMUSG00000002228	Ppm1j	HE	HE	HE	HE	HE	HE
ENSMUSG00000002233	Rhoc	HE	HE	HE	HE	HE	HE
ENSMUSG00000002240	4930432K09Rik	NE	NE	NE	NE	LE	NE
ENSMUSG00000002249	Tead3	UND	UND	UND	UND	HE	LE
ENSMUSG00000002250	Ppard	HE	HE	HE	HE	HE	HE
ENSMUSG00000002257	Def6	HE	HE	HE	HE	HE	HE
ENSMUSG00000002265	Peg3	NE	LE	LE	LE	LE	LE
ENSMUSG00000002266	Zim1	NE	LE	LE	NE	LE	NE
ENSMUSG00000002274	Metrn	HE	UND	UND	UND	UND	UND
ENSMUSG00000002279	Lmf1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002280	Narfl	HE	HE	HE	HE	HE	HE
ENSMUSG00000002289	Angptl4	HE	UND	UND	UND	HE	UND
ENSMUSG00000002297	Dbf4	HE	HE	HE	HE	HE	HE
ENSMUSG00000002307	Daxx	HE	HE	HE	HE	HE	HE
ENSMUSG00000002308	Cd320	HE	UND	UND	HE	HE	HE
ENSMUSG00000002319	Ipo4	HE	HE	HE	HE	HE	HE
ENSMUSG00000002320	Tm9sf1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002324	Rec8	HE	UND	HE	UND	UND	UND
ENSMUSG00000002325	Irf9	HE	HE	HE	HE	HE	HE
ENSMUSG00000002326	Gmpr2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002329	Mdp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002332	Dhrs1	HE	UND	UND	HE	HE	HE
ENSMUSG00000002341	Ncan	LE	LE	LE	LE	LE	LE
ENSMUSG00000002342	Tmem161a	HE	HE	HE	HE	HE	HE
ENSMUSG00000002343	Armc6	HE	UND	UND	UND	HE	UND
ENSMUSG00000002345	2310045N01Rik	HE	HE	HE	HE	HE	HE
ENSMUSG00000002346	Slc25a42	HE	HE	HE	UND	HE	UND
ENSMUSG00000002365	Snx9	HE	HE	UND	HE	HE	HE
ENSMUSG00000002372	Ranbp3	HE	HE	HE	HE	HE	HE
ENSMUSG00000002379	Ndufa11	HE	HE	HE	HE	HE	HE
ENSMUSG00000002384	Bmp8b	LE	UND	UND	LE	UND	LE
ENSMUSG00000002393	Nr2f6	HE	UND	UND	HE	UND	UND
ENSMUSG00000002395	Use1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002396	Ocel1	HE	HE	UND	HE	HE	HE
ENSMUSG00000002409	Dyrk1b	HE	HE	HE	HE	HE	HE
ENSMUSG00000002413	Braf	UND	HE	HE	HE	HE	HE
ENSMUSG00000002416	Ndufb2	UND	UND	UND	UND	UND	UND
ENSMUSG00000002428	Hltf	HE	HE	HE	HE	HE	HE
ENSMUSG00000002455	Prpf6	HE	HE	HE	HE	HE	HE
ENSMUSG00000002458	Rgs19	HE	HE	HE	HE	HE	HE
ENSMUSG00000002459	Rgs20	NE	UND	UND	LE	UND	LE
ENSMUSG00000002475	Abhd3	LE	LE	LE	LE	UND	LE
ENSMUSG00000002477	Snrpd1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002486	Tchp	HE	HE	HE	HE	HE	HE
ENSMUSG00000002489	Tiam1	HE	UND	HE	HE	HE	HE
ENSMUSG00000002496	Tsc2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002500	Rpl3l	NE	UND	UND	LE	UND	LE
ENSMUSG00000002504	Slc9a3r2	UND	LE	UND	UND	UND	LE
ENSMUSG00000002524	Puf60	HE	HE	HE	HE	HE	HE
ENSMUSG00000002546	Golga2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002550	Uck1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002565	Scin	UND	LE	UND	LE	LE	LE
ENSMUSG00000002578	Ikzf4	HE	HE	HE	HE	HE	HE
ENSMUSG00000002580	Mien1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002588	Pon1	LE	LE	NE	NE	LE	NE
ENSMUSG00000002602	Axl	HE	UND	HE	HE	HE	HE
ENSMUSG00000002603	Tgfb1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002608	Ccdc97	HE	HE	HE	HE	HE	HE
ENSMUSG00000002617	Zfp40	UND	UND	UND	UND	HE	UND
ENSMUSG00000002625	Akap8l	HE	HE	HE	HE	HE	HE
ENSMUSG00000002633	Shh	LE	LE	NE	NE	LE	UND
ENSMUSG00000002635	Pdcd2l	HE	HE	HE	HE	HE	HE
ENSMUSG00000002658	Gtf2f1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002660	Clpp	HE	HE	HE	HE	HE	HE
ENSMUSG00000002661	Alkbh7	HE	HE	HE	HE	HE	HE
ENSMUSG00000002664	Pspn	UND	UND	UND	UND	UND	UND
ENSMUSG00000002668	Dennd1c	HE	HE	HE	HE	HE	HE
ENSMUSG00000002679	Med6	HE	HE	HE	HE	HE	HE
ENSMUSG00000002688	Prkd1	NE	LE	NE	NE	LE	NE
ENSMUSG00000002699	Lcp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002718	Cse1l	HE	HE	HE	HE	HE	HE
ENSMUSG00000002728	Naa20	HE	HE	HE	HE	HE	HE
ENSMUSG00000002731	Prkra	HE	UND	UND	HE	HE	HE
ENSMUSG00000002732	Fkbp7	UND	UND	UND	UND	HE	UND
ENSMUSG00000002733	Plekha3	HE	HE	HE	HE	HE	HE
ENSMUSG00000002741	Ykt6	HE	HE	HE	HE	HE	HE
ENSMUSG00000002748	Baz1b	HE	HE	HE	HE	HE	HE
ENSMUSG00000002763	Pex6	HE	HE	HE	HE	HE	HE
ENSMUSG00000002767	Mrpl2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002768	Mea1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002769	Gnmt	UND	UND	UND	UND	UND	UND
ENSMUSG00000002771	Grin2d	UND	UND	UND	UND	UND	UND
ENSMUSG00000002778	Kdelr1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002781	Tmem143	HE	UND	HE	HE	HE	HE
ENSMUSG00000002791	Pdxk-ps	NE	UND	UND	LE	LE	LE
ENSMUSG00000002797	Ggct	HE	UND	UND	UND	HE	UND
ENSMUSG00000002799	Jag2	UND	HE	HE	HE	UND	HE
ENSMUSG00000002803	Btbd6	HE	HE	HE	HE	HE	HE
ENSMUSG00000002804	Nudt14	HE	HE	HE	HE	HE	HE
ENSMUSG00000002808	Epdr1	UND	NE	LE	UND	UND	LE
ENSMUSG00000002812	Flii	HE	HE	HE	HE	HE	HE
ENSMUSG00000002814	Top3a	UND	HE	HE	HE	HE	HE
ENSMUSG00000002820	Atg4d	HE	HE	HE	HE	HE	HE
ENSMUSG00000002825	Qtrt1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002831	Plin4	NE	UND	UND	LE	UND	LE
ENSMUSG00000002833	Hdgfrp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002835	Chaf1a	HE	UND	UND	HE	HE	HE
ENSMUSG00000002844	Adprh	HE	HE	HE	HE	HE	HE
ENSMUSG00000002845	Tmem39a	HE	HE	HE	HE	HE	HE
ENSMUSG00000002846	Timmdc1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002847	Pla1a	UND	LE	LE	LE	UND	NE
ENSMUSG00000002870	Mcm2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002871	Tpra1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002881	Nab1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002885	Cd97	HE	HE	HE	HE	HE	HE
ENSMUSG00000002897	Il17ra	HE	HE	HE	HE	HE	HE
ENSMUSG00000002900	Lamb1	UND	LE	LE	LE	LE	LE
ENSMUSG00000002908	Kcnn1	LE	LE	LE	LE	LE	LE
ENSMUSG00000002910	Arrdc2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002930	Ppp1r17	NE	LE	LE	NE	NE	NE
ENSMUSG00000002944	Cd36	LE	LE	UND	LE	LE	NE
ENSMUSG00000002948	Map2k7	HE	HE	HE	HE	HE	HE
ENSMUSG00000002949	Timm44	HE	HE	HE	HE	HE	HE
ENSMUSG00000002957	Ap2a2	HE	HE	HE	HE	HE	HE
ENSMUSG00000002963	Pnkp	HE	HE	HE	HE	HE	HE
ENSMUSG00000002968	Med25	HE	HE	HE	HE	HE	HE
ENSMUSG00000002980	Bcam	UND	UND	HE	UND	UND	HE
ENSMUSG00000002981	Clptm1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002983	Relb	HE	HE	HE	HE	HE	HE
ENSMUSG00000002984	Tomm40	HE	HE	HE	HE	HE	HE
ENSMUSG00000002985	Apoe	HE	HE	HE	UND	HE	HE
ENSMUSG00000002992	Apoc2	NE	NE	NE	NE	NE	NE
ENSMUSG00000002996	Hbp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000002997	Prkar2b	UND	UND	UND	UND	HE	UND
ENSMUSG00000003031	Cdkn1b	HE	HE	HE	HE	HE	HE
ENSMUSG00000003032	Klf4	HE	HE	HE	UND	HE	UND
ENSMUSG00000003033	Ap1m1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003037	Rab8a	HE	HE	HE	HE	HE	HE
ENSMUSG00000003038	Hmgn2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003039	Fam32a	HE	HE	HE	HE	HE	HE
ENSMUSG00000003051	Elf3	NE	LE	NE	LE	NE	LE
ENSMUSG00000003053	Cyp2c29	NE	LE	NE	NE	LE	NE
ENSMUSG00000003062	Stard3nl	HE	UND	HE	HE	HE	HE
ENSMUSG00000003068	Stk11	HE	HE	HE	HE	HE	HE
ENSMUSG00000003070	Efna2	UND	UND	LE	LE	UND	UND
ENSMUSG00000003072	Atp5d	HE	HE	HE	HE	HE	HE
ENSMUSG00000003099	Ppp5c	HE	HE	HE	HE	HE	HE
ENSMUSG00000003119	Cdk12	HE	HE	HE	HE	HE	HE
ENSMUSG00000003123	Lipe	HE	HE	HE	HE	HE	HE
ENSMUSG00000003131	Pafah1b2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003134	Tbc1d8	UND	UND	UND	UND	UND	UND
ENSMUSG00000003135	Cnot11	HE	HE	HE	HE	HE	HE
ENSMUSG00000003153	Slc2a3	HE	HE	HE	HE	HE	HE
ENSMUSG00000003154	Foxj2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003161	Sri	HE	HE	HE	HE	HE	HE
ENSMUSG00000003166	Dgcr2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003178	Mical3	UND	HE	HE	UND	HE	UND
ENSMUSG00000003184	Irf3	HE	HE	HE	HE	HE	HE
ENSMUSG00000003190	Bcl2l12	HE	HE	HE	HE	HE	HE
ENSMUSG00000003198	Zfp959	UND	UND	UND	HE	HE	HE
ENSMUSG00000003199	Mpnd	HE	HE	HE	HE	HE	HE
ENSMUSG00000003200	Sh3gl1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003206	Ebi3	HE	LE	HE	HE	UND	HE
ENSMUSG00000003208	Ccdc94	HE	HE	HE	HE	HE	HE
ENSMUSG00000003226	Ranbp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003227	Edar	NE	NE	NE	NE	LE	NE
ENSMUSG00000003228	Grk5	UND	UND	UND	UND	HE	UND
ENSMUSG00000003233	Dvl3	HE	HE	HE	HE	HE	HE
ENSMUSG00000003234	Abcf3	HE	HE	HE	HE	HE	HE
ENSMUSG00000003235	Eif2b5	HE	HE	HE	HE	HE	HE
ENSMUSG00000003269	Cyth2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003271	Sult2b1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003273	Car11	HE	UND	HE	UND	UND	UND
ENSMUSG00000003279	Dlgap1	LE	LE	LE	LE	LE	LE
ENSMUSG00000003282	Plag1	LE	UND	UND	UND	UND	UND
ENSMUSG00000003283	Hck	LE	LE	UND	NE	LE	LE
ENSMUSG00000003299	Mrpl4	HE	HE	HE	HE	HE	HE
ENSMUSG00000003308	Keap1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003309	Ap1m2	HE	UND	UND	UND	UND	UND
ENSMUSG00000003316	Glg1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003341	Atp8b3	NE	UND	LE	LE	LE	LE
ENSMUSG00000003344	Btbd2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003345	Csnk1g2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003346	Abhd17a	HE	HE	HE	HE	HE	HE
ENSMUSG00000003348	Mob3a	HE	HE	HE	HE	HE	HE
ENSMUSG00000003352	Cacnb3	HE	UND	UND	HE	HE	HE
ENSMUSG00000003354	Ccdc65	NE	UND	UND	LE	LE	LE
ENSMUSG00000003355	Fkbp11	UND	HE	UND	UND	UND	UND
ENSMUSG00000003360	Ddx23	HE	HE	HE	HE	HE	HE
ENSMUSG00000003363	Pld3	HE	HE	HE	HE	HE	HE
ENSMUSG00000003378	Grik5	HE	HE	HE	HE	HE	HE
ENSMUSG00000003379	Cd79a	HE	UND	UND	UND	HE	UND
ENSMUSG00000003380	Rabac1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003382	Etv3	HE	HE	HE	HE	HE	HE
ENSMUSG00000003402	Prkcsh	HE	HE	HE	HE	HE	HE
ENSMUSG00000003410	Elavl3	NE	UND	LE	LE	UND	LE
ENSMUSG00000003411	Rab3b	LE	LE	LE	LE	LE	LE
ENSMUSG00000003418	St8sia6	HE	HE	HE	UND	UND	HE
ENSMUSG00000003420	Fcgrt	UND	UND	UND	UND	UND	HE
ENSMUSG00000003421	Nosip	HE	HE	HE	HE	HE	HE
ENSMUSG00000003423	Pih1d1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003429	Rps11	HE	HE	HE	HE	HE	HE
ENSMUSG00000003435	Supt5	HE	HE	HE	HE	HE	HE
ENSMUSG00000003436	Dll3	LE	UND	UND	LE	LE	NE
ENSMUSG00000003437	Paf1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003438	Timm50	HE	HE	HE	HE	HE	HE
ENSMUSG00000003444	Med29	HE	HE	HE	HE	HE	HE
ENSMUSG00000003452	Bicd1	LE	LE	UND	LE	LE	LE
ENSMUSG00000003458	Ncstn	HE	HE	HE	HE	HE	HE
ENSMUSG00000003464	Pex19	HE	HE	HE	HE	HE	HE
ENSMUSG00000003469	Phyhip	NE	UND	LE	LE	LE	LE
ENSMUSG00000003476	Crhr2	LE	LE	NE	NE	LE	NE
ENSMUSG00000003477	Inmt	NE	NE	NE	NE	LE	NE
ENSMUSG00000003484	Cyp4f18	LE	UND	UND	LE	UND	LE
ENSMUSG00000003500	Impdh1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003505	Psg18	NE	NE	NE	NE	LE	NE
ENSMUSG00000003518	Dusp3	UND	LE	UND	UND	UND	UND
ENSMUSG00000003526	Prodh	UND	UND	UND	UND	UND	UND
ENSMUSG00000003527	Dgcr14	HE	HE	HE	HE	HE	HE
ENSMUSG00000003528	Slc25a1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003531	Dgcr6	HE	HE	HE	UND	HE	HE
ENSMUSG00000003534	Ddr1	HE	HE	UND	HE	HE	HE
ENSMUSG00000003541	Ier3	UND	UND	UND	HE	HE	HE
ENSMUSG00000003545	Fosb	UND	HE	HE	HE	UND	HE
ENSMUSG00000003546	Klc4	HE	HE	HE	HE	HE	HE
ENSMUSG00000003549	Ercc1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003555	Cyp17a1	UND	UND	UND	NE	UND	LE
ENSMUSG00000003559	As3mt	UND	UND	UND	UND	UND	UND
ENSMUSG00000003573	Homer3	HE	UND	UND	UND	HE	UND
ENSMUSG00000003575	Crtc1	HE	HE	HE	UND	HE	HE
ENSMUSG00000003581	Rnf215	HE	HE	HE	HE	HE	HE
ENSMUSG00000003585	Sec14l2	UND	UND	UND	UND	UND	UND
ENSMUSG00000003604	Aven	HE	HE	HE	HE	HE	HE
ENSMUSG00000003617	Cp	LE	UND	UND	LE	UND	LE
ENSMUSG00000003623	Crot	HE	HE	HE	HE	HE	HE
ENSMUSG00000003644	Rps6ka1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003657	Calb2	NE	LE	NE	NE	NE	NE
ENSMUSG00000003660	Snrnp200	HE	HE	HE	HE	HE	HE
ENSMUSG00000003662	Ciao1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003665	Has1	NE	LE	LE	LE	LE	NE
ENSMUSG00000003680	Taf6l	HE	HE	HE	HE	HE	HE
ENSMUSG00000003721	Insig2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003731	Kpna6	UND	HE	HE	HE	HE	HE
ENSMUSG00000003746	Man1a	HE	HE	HE	HE	HE	HE
ENSMUSG00000003752	Itpkc	HE	HE	HE	HE	HE	HE
ENSMUSG00000003762	Adck4	HE	HE	HE	HE	HE	HE
ENSMUSG00000003778	Brd8	HE	HE	HE	HE	HE	HE
ENSMUSG00000003779	Kif20a	HE	UND	UND	HE	HE	HE
ENSMUSG00000003808	Farsa	HE	HE	HE	HE	HE	HE
ENSMUSG00000003809	Gcdh	HE	HE	HE	HE	HE	HE
ENSMUSG00000003810	Mast2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003812	Dnase2a	HE	UND	UND	UND	UND	HE
ENSMUSG00000003813	Rad23a	HE	HE	HE	HE	HE	HE
ENSMUSG00000003814	Calr	HE	HE	HE	HE	HE	HE
ENSMUSG00000003824	Syce2	HE	UND	UND	HE	HE	HE
ENSMUSG00000003847	Nfat5	HE	HE	HE	HE	HE	HE
ENSMUSG00000003848	Nob1	HE	HE	HE	HE	HE	HE
ENSMUSG00000003849	Nqo1	UND	LE	UND	UND	UND	UND
ENSMUSG00000003863	Ppfia3	UND	LE	LE	UND	UND	UND
ENSMUSG00000003865	Gys1	HE	UND	UND	HE	HE	HE
ENSMUSG00000003868	Ruvbl2	HE	HE	HE	HE	HE	HE
ENSMUSG00000003872	Lin7b	UND	UND	UND	UND	UND	UND
ENSMUSG00000003873	Bax	HE	HE	HE	HE	HE	HE
ENSMUSG00000003882	Il7r	HE	HE	HE	HE	HE	HE
ENSMUSG00000003923	Tfam	HE	HE	HE	HE	HE	HE
ENSMUSG00000003929	Zfp81	UND	UND	UND	UND	HE	UND
ENSMUSG00000003934	Efnb3	UND	UND	UND	UND	UND	UND
ENSMUSG00000003948	Mmd	HE	HE	HE	HE	HE	HE
ENSMUSG00000003949	Hlf	LE	UND	UND	LE	UND	UND
ENSMUSG00000003955	Fam162a	HE	HE	HE	HE	HE	HE
ENSMUSG00000003970	Rpl8	HE	HE	HE	HE	HE	HE
ENSMUSG00000003974	Grm3	LE	LE	LE	NE	NE	LE
ENSMUSG00000003992	Ssbp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004018	Fancl	UND	UND	UND	HE	HE	HE
ENSMUSG00000004031	Fam5b	NE	LE	NE	NE	NE	NE
ENSMUSG00000004032	Gstm5	UND	LE	UND	UND	UND	UND
ENSMUSG00000004035	Gstm7	LE	UND	UND	LE	LE	UND
ENSMUSG00000004038	Gstm3	NE	LE	LE	NE	LE	NE
ENSMUSG00000004040	Stat3	HE	HE	HE	HE	HE	HE
ENSMUSG00000004043	Stat5a	HE	HE	HE	HE	HE	HE
ENSMUSG00000004044	Ptrf	LE	LE	UND	LE	UND	LE
ENSMUSG00000004054	Map3k11	HE	HE	HE	HE	HE	HE
ENSMUSG00000004056	Akt2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004069	Dnaja3	HE	HE	HE	HE	HE	HE
ENSMUSG00000004070	Hmox2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004071	Cdip1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004085	B230120H23Rik	LE	LE	UND	UND	HE	UND
ENSMUSG00000004096	Cwc15	HE	HE	HE	HE	HE	HE
ENSMUSG00000004098	Col5a3	LE	LE	LE	LE	UND	LE
ENSMUSG00000004099	Dnmt1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004100	Ppan	HE	HE	HE	HE	HE	HE
ENSMUSG00000004105	Angptl2	HE	UND	HE	UND	HE	UND
ENSMUSG00000004110	Cacna1e	NE	LE	LE	NE	LE	LE
ENSMUSG00000004113	Cacna1b	LE	UND	LE	LE	UND	UND
ENSMUSG00000004127	Trmt10a	UND	UND	UND	UND	HE	UND
ENSMUSG00000004151	Etv1	UND	LE	LE	LE	UND	LE
ENSMUSG00000004187	Kifc2	HE	HE	HE	UND	HE	HE
ENSMUSG00000004207	Psap	HE	HE	HE	HE	HE	HE
ENSMUSG00000004221	Ikbkg	HE	HE	HE	HE	HE	HE
ENSMUSG00000004231	Pax2	LE	LE	LE	NE	LE	NE
ENSMUSG00000004233	Wars2	UND	HE	UND	HE	HE	UND
ENSMUSG00000004263	Atn1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004264	Phb2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004266	Ptpn6	HE	HE	HE	HE	HE	HE
ENSMUSG00000004267	Eno2	HE	UND	UND	UND	HE	UND
ENSMUSG00000004268	Emg1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004270	Lpcat3	HE	HE	HE	HE	HE	HE
ENSMUSG00000004285	Atp6v1f	HE	HE	HE	HE	HE	HE
ENSMUSG00000004296	Il12b	NE	LE	LE	NE	NE	NE
ENSMUSG00000004317	Clcn5	UND	UND	UND	HE	HE	HE
ENSMUSG00000004319	Clcn3	HE	HE	HE	HE	HE	HE
ENSMUSG00000004328	Hif3a	LE	UND	UND	UND	UND	UND
ENSMUSG00000004341	Gpx6	NE	LE	LE	NE	LE	NE
ENSMUSG00000004344	Gpx5	NE	NE	LE	NE	LE	LE
ENSMUSG00000004347	Pde1c	LE	LE	LE	LE	LE	LE
ENSMUSG00000004356	Utp20	UND	HE	UND	UND	HE	HE
ENSMUSG00000004359	Spic	NE	LE	UND	NE	LE	NE
ENSMUSG00000004360	9330159F19Rik	NE	LE	NE	LE	LE	NE
ENSMUSG00000004364	Cul3	HE	HE	HE	HE	HE	HE
ENSMUSG00000004366	Sst	NE	NE	NE	NE	NE	NE
ENSMUSG00000004371	Il11	LE	LE	NE	LE	UND	LE
ENSMUSG00000004383	Large	UND	UND	UND	UND	UND	UND
ENSMUSG00000004393	Ddx56	HE	HE	HE	HE	HE	HE
ENSMUSG00000004394	Tmed4	HE	HE	HE	HE	HE	HE
ENSMUSG00000004415	Col26a1	NE	LE	NE	NE	LE	NE
ENSMUSG00000004446	Bid	UND	HE	HE	HE	HE	HE
ENSMUSG00000004451	Ralb	UND	UND	UND	HE	HE	HE
ENSMUSG00000004455	Ppp1cc	HE	HE	HE	HE	HE	HE
ENSMUSG00000004460	Dnajb11	HE	HE	HE	HE	HE	HE
ENSMUSG00000004462	Tbccd1	HE	UND	UND	HE	HE	HE
ENSMUSG00000004473	Clec11a	UND	UND	UND	UND	UND	UND
ENSMUSG00000004500	Zfp324	UND	UND	UND	UND	HE	UND
ENSMUSG00000004508	Gab2	UND	LE	UND	UND	HE	UND
ENSMUSG00000004530	Coro1c	HE	HE	HE	HE	HE	HE
ENSMUSG00000004535	Tax1bp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004540	Psg17	NE	LE	NE	UND	NE	NE
ENSMUSG00000004542	Psg19	NE	LE	NE	NE	NE	NE
ENSMUSG00000004552	Ctse	UND	HE	HE	HE	HE	HE
ENSMUSG00000004558	Ndrg2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004561	Mettl17	HE	HE	HE	HE	HE	HE
ENSMUSG00000004562	Arhgef40	UND	UND	UND	UND	UND	UND
ENSMUSG00000004565	Pnpla6	HE	HE	HE	HE	HE	HE
ENSMUSG00000004567	Mcoln1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004568	Arhgef18	HE	HE	HE	HE	HE	HE
ENSMUSG00000004591	Pkn2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004609	Cd33	NE	LE	LE	LE	HE	UND
ENSMUSG00000004610	Etfb	HE	HE	HE	HE	HE	HE
ENSMUSG00000004612	Nkg7	HE	UND	HE	HE	UND	HE
ENSMUSG00000004613	Lim2	NE	NE	NE	NE	NE	NE
ENSMUSG00000004626	Stxbp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004630	Pcp2	NE	UND	UND	LE	UND	UND
ENSMUSG00000004631	Sgce	NE	LE	LE	LE	UND	UND
ENSMUSG00000004633	Chn2	UND	HE	UND	UND	UND	UND
ENSMUSG00000004637	Wwox	UND	HE	UND	HE	HE	HE
ENSMUSG00000004642	Slbp	HE	HE	HE	HE	HE	HE
ENSMUSG00000004651	Tyr	NE	NE	NE	NE	LE	NE
ENSMUSG00000004654	Ghrhr	NE	NE	NE	NE	NE	NE
ENSMUSG00000004655	Aqp1	NE	NE	UND	LE	NE	LE
ENSMUSG00000004661	Arid3b	HE	HE	HE	HE	HE	HE
ENSMUSG00000004665	Cnn2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004667	Polr2e	HE	HE	HE	HE	HE	HE
ENSMUSG00000004668	Abca13	NE	LE	LE	NE	LE	NE
ENSMUSG00000004677	Myo9b	HE	HE	HE	HE	HE	HE
ENSMUSG00000004698	Hdac9	NE	UND	UND	LE	LE	LE
ENSMUSG00000004707	Ly9	HE	HE	HE	HE	HE	HE
ENSMUSG00000004709	Cd244	NE	LE	UND	UND	LE	LE
ENSMUSG00000004730	Emr1	NE	UND	UND	LE	LE	HE
ENSMUSG00000004748	Mtfp1	UND	LE	UND	UND	UND	UND
ENSMUSG00000004768	Rab23	UND	UND	UND	UND	HE	UND
ENSMUSG00000004771	Rab11a	HE	HE	HE	HE	HE	HE
ENSMUSG00000004788	Eif2b2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004789	Dlst	HE	HE	HE	HE	HE	HE
ENSMUSG00000004791	Pgf	UND	LE	UND	LE	HE	LE
ENSMUSG00000004798	Ulk2	HE	HE	HE	HE	HE	HE
ENSMUSG00000004814	Ccl24	NE	NE	NE	NE	LE	LE
ENSMUSG00000004815	Dgkq	HE	HE	HE	HE	HE	HE
ENSMUSG00000004821	Tmed11	NE	NE	NE	NE	NE	NE
ENSMUSG00000004837	Grap	HE	HE	HE	HE	HE	HE
ENSMUSG00000004842	Pou1f1	LE	LE	LE	LE	LE	UND
ENSMUSG00000004843	Chmp2b	HE	HE	HE	HE	HE	HE
ENSMUSG00000004846	Plod3	HE	HE	HE	HE	HE	HE
ENSMUSG00000004849	Ap1s1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004864	Mapk13	UND	LE	LE	UND	UND	UND
ENSMUSG00000004865	Srpk1	HE	HE	HE	HE	HE	HE
ENSMUSG00000004872	Pax3	LE	LE	LE	LE	LE	NE
ENSMUSG00000004880	Lbr	HE	HE	HE	HE	HE	HE
ENSMUSG00000004885	Crabp2	HE	UND	UND	UND	HE	UND
ENSMUSG00000004891	Nes	NE	LE	LE	LE	LE	LE
ENSMUSG00000004892	Bcan	LE	LE	NE	NE	LE	NE
ENSMUSG00000004894	Hapln2	NE	LE	LE	NE	LE	NE
ENSMUSG00000004895	Prcc	HE	HE	HE	HE	HE	HE
